go_id	seq_id
GO:0006357	Vitvi05_01chr10g08500_t001_CDS1.prot
GO:0046983	Vitvi05_01chr10g08500_t001_CDS1.prot
GO:0090575	Vitvi05_01chr10g08500_t001_CDS1.prot
GO:0004565	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0005773	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0009505	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0009827	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0019388	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0030246	Vitvi05_01chr18g15390_t001_CDS1.prot
GO:0003677	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0003700	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0005634	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0006351	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0006355	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0006629	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0008374	Vitvi05_01chr04g17020_t001_CDS1.prot
GO:0003677	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0003700	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0005634	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0006351	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0006355	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0006629	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0008374	Vitvi05_01chr04g17030_t001_CDS1.prot
GO:0006396	Vitvi05_01chr14g23600_t001_CDS1.prot
GO:0008173	Vitvi05_01chr14g23600_t001_CDS1.prot
GO:0032259	Vitvi05_01chr14g23600_t001_CDS1.prot
GO:0008757	Vitvi05_01chr17g03630_t001_CDS1.prot
GO:0032259	Vitvi05_01chr17g03630_t001_CDS1.prot
GO:0046872	Vitvi05_01chr17g03630_t001_CDS1.prot
GO:0003713	Vitvi05_01chr06g00830_t001_CDS1.prot
GO:0006351	Vitvi05_01chr06g00830_t001_CDS1.prot
GO:0016592	Vitvi05_01chr06g00830_t001_CDS1.prot
GO:0045944	Vitvi05_01chr06g00830_t001_CDS1.prot
GO:0004222	Vitvi05_01chr01g20820_t001_CDS1.prot
GO:0005737	Vitvi05_01chr01g20820_t001_CDS1.prot
GO:0006508	Vitvi05_01chr01g20820_t001_CDS1.prot
GO:0006518	Vitvi05_01chr01g20820_t001_CDS1.prot
GO:0046872	Vitvi05_01chr01g20820_t001_CDS1.prot
GO:0000209	Vitvi05_01chr18g20460_t003_CDS1.prot
GO:0005515	Vitvi05_01chr18g20460_t003_CDS1.prot
GO:0043161	Vitvi05_01chr18g20460_t003_CDS1.prot
GO:0061630	Vitvi05_01chr18g20460_t003_CDS1.prot
GO:0016020	Vitvi05_01chr08g19580_t001_CDS1.prot
GO:0022857	Vitvi05_01chr08g19580_t001_CDS1.prot
GO:0055085	Vitvi05_01chr08g19580_t001_CDS1.prot
GO:0000981	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0003677	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0005634	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0006351	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0006355	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0008289	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0030154	Vitvi05_01chr13g01200_t001_CDS1.prot
GO:0004674	Vitvi05_01chr14g26310_t001_CDS1.prot
GO:0005524	Vitvi05_01chr14g26310_t001_CDS1.prot
GO:0006468	Vitvi05_01chr14g26310_t001_CDS1.prot
GO:0004674	Vitvi05_01chr14g26310_t002_CDS1.prot
GO:0005524	Vitvi05_01chr14g26310_t002_CDS1.prot
GO:0006468	Vitvi05_01chr14g26310_t002_CDS1.prot
GO:0110165	Vitvi05_01chr14g26310_t002_CDS1.prot
GO:0005524	Vitvi05_01chr10g26040_t001_CDS1.prot
GO:0016887	Vitvi05_01chr10g26040_t001_CDS1.prot
GO:0051301	Vitvi05_01chr10g26040_t001_CDS1.prot
GO:0006952	Vitvi05_01chr03g08380_t001_CDS1.prot
GO:0016567	Vitvi05_01chr03g08380_t001_CDS1.prot
GO:0061630	Vitvi05_01chr03g08380_t001_CDS1.prot
GO:0000139	Vitvi05_01chr14g25350_t001_CDS1.prot
GO:0005768	Vitvi05_01chr14g25350_t001_CDS1.prot
GO:0005802	Vitvi05_01chr14g25350_t001_CDS1.prot
GO:0008757	Vitvi05_01chr14g25350_t001_CDS1.prot
GO:0032259	Vitvi05_01chr14g25350_t001_CDS1.prot
GO:0000287	Vitvi05_01chr18g26510_t001_CDS1.prot
GO:0005829	Vitvi05_01chr18g26510_t001_CDS1.prot
GO:0006253	Vitvi05_01chr18g26510_t001_CDS1.prot
GO:0042262	Vitvi05_01chr18g26510_t001_CDS1.prot
GO:0047840	Vitvi05_01chr18g26510_t001_CDS1.prot
GO:0000786	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0003691	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0005634	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0006334	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0030261	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0030527	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0031492	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0045910	Vitvi05_01chr14g09160_t001_CDS1.prot
GO:0005829	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:0006281	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:0016607	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:0033045	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:0043007	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:2000042	Vitvi05_01chr06g20320_t001_CDS1.prot
GO:0003723	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0005524	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0008137	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0009535	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0015990	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0017111	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0019866	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0031966	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0042776	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0045259	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0045271	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0046872	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0046933	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0048038	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0051539	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0140657	Vitvi05_01chr00g00430_t001_CDS1.prot
GO:0003676	Vitvi05_01chr17g17520_t001_CDS1.prot
GO:0008270	Vitvi05_01chr17g17520_t001_CDS1.prot
GO:0010467	Vitvi05_01chr17g17520_t001_CDS1.prot
GO:0044238	Vitvi05_01chr17g17520_t001_CDS1.prot
GO:0110165	Vitvi05_01chr17g17520_t001_CDS1.prot
GO:0003676	Vitvi05_01chr17g17520_t002_CDS1.prot
GO:0008270	Vitvi05_01chr17g17520_t002_CDS1.prot
GO:0010467	Vitvi05_01chr17g17520_t002_CDS1.prot
GO:0044238	Vitvi05_01chr17g17520_t002_CDS1.prot
GO:0110165	Vitvi05_01chr17g17520_t002_CDS1.prot
GO:0003676	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0003735	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0005634	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0006366	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0006412	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0008270	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0016020	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0046982	Vitvi05_01chr04g14370_t001_CDS1.prot
GO:0003676	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0003735	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0005634	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0006366	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0006412	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0008270	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0016020	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0046982	Vitvi05_01chr04g14370_t002_CDS1.prot
GO:0003676	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0003735	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0005634	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0006366	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0006412	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0008270	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0016020	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0046982	Vitvi05_01chr18g27880_t001_CDS1.prot
GO:0003676	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0005198	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0006351	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0008270	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0043231	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0046983	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0160307	Vitvi05_01chr18g27880_t002_CDS1.prot
GO:0003676	Vitvi05_01chr05g14860_t001_CDS1.prot
GO:0005198	Vitvi05_01chr05g14860_t001_CDS1.prot
GO:0008270	Vitvi05_01chr05g14860_t001_CDS1.prot
GO:0110165	Vitvi05_01chr05g14860_t001_CDS1.prot
GO:0160307	Vitvi05_01chr05g14860_t001_CDS1.prot
GO:0005794	Vitvi05_01chr12g02860_t001_CDS1.prot
GO:0016020	Vitvi05_01chr12g02860_t001_CDS1.prot
GO:0016413	Vitvi05_01chr12g02860_t001_CDS1.prot
GO:0005737	Vitvi05_01chr11g10160_t002_CDS1.prot
GO:0006508	Vitvi05_01chr11g10160_t002_CDS1.prot
GO:0030145	Vitvi05_01chr11g10160_t002_CDS1.prot
GO:0070006	Vitvi05_01chr11g10160_t002_CDS1.prot
GO:0005737	Vitvi05_01chr11g10160_t001_CDS1.prot
GO:0006508	Vitvi05_01chr11g10160_t001_CDS1.prot
GO:0030145	Vitvi05_01chr11g10160_t001_CDS1.prot
GO:0070006	Vitvi05_01chr11g10160_t001_CDS1.prot
GO:0000139	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0000149	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0005484	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0005802	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0006886	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0006896	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0006906	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0007030	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0009658	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0009863	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0031201	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0043001	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0048278	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0050832	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0098629	Vitvi05_01chr14g01850_t001_CDS1.prot
GO:0030599	Vitvi05_01chr11g00520_t001_CDS1.prot
GO:0042545	Vitvi05_01chr11g00520_t001_CDS1.prot
GO:0045490	Vitvi05_01chr11g00520_t001_CDS1.prot
GO:0046910	Vitvi05_01chr11g00520_t001_CDS1.prot
GO:0004672	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0005515	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0005524	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0006468	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0006952	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0016020	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0051707	Vitvi05_01chr08g07350_t001_CDS1.prot
GO:0003729	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0005515	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0009570	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0009658	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0042134	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0045727	Vitvi05_01chr10g03590_t001_CDS1.prot
GO:0005515	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0006417	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0009507	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0009532	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0009657	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0010628	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0019843	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0051247	Vitvi05_01chr10g03640_t001_CDS1.prot
GO:0003729	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0005515	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0009570	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0009658	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0042134	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0045727	Vitvi05_01chr10g03640_t002_CDS1.prot
GO:0005743	Vitvi05_01chr19g08480_t001_CDS1.prot
GO:0006979	Vitvi05_01chr19g08480_t001_CDS1.prot
GO:0022904	Vitvi05_01chr19g08480_t001_CDS1.prot
GO:0032981	Vitvi05_01chr19g08480_t001_CDS1.prot
GO:0045271	Vitvi05_01chr19g08480_t001_CDS1.prot
GO:0004784	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0005507	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0009507	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0019430	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0071457	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0071472	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0071484	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0071493	Vitvi05_01chr14g06490_t001_CDS1.prot
GO:0004784	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0005507	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0019430	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0071457	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0071472	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0071484	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0071493	Vitvi05_01chr14g06000_t001_CDS1.prot
GO:0004784	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0005507	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0019430	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0071457	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0071472	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0071484	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0071493	Vitvi05_01chr14g06000_t002_CDS1.prot
GO:0004784	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0005507	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0009507	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0019430	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0071457	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0071472	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0071484	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0071493	Vitvi05_01chr14g06180_t001_CDS1.prot
GO:0004784	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0005507	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0009507	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0019430	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0071457	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0071472	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0071484	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0071493	Vitvi05_01chr14g06180_t002_CDS1.prot
GO:0004784	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0005507	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0009507	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0019430	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0071457	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0071472	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0071484	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0071493	Vitvi05_01chr14g06490_t002_CDS1.prot
GO:0005759	Vitvi05_01chr19g07660_t001_CDS1.prot
GO:0009055	Vitvi05_01chr19g07660_t001_CDS1.prot
GO:0033539	Vitvi05_01chr19g07660_t001_CDS1.prot
GO:0050660	Vitvi05_01chr19g07660_t001_CDS1.prot
GO:0005732	Vitvi05_01chr17g12480_t001_CDS1.prot
GO:0006364	Vitvi05_01chr17g12480_t001_CDS1.prot
GO:0032040	Vitvi05_01chr17g12480_t001_CDS1.prot
GO:0034457	Vitvi05_01chr17g12480_t001_CDS1.prot
GO:0004674	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0005524	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0005634	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0005737	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0005886	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0006468	Vitvi05_01chr07g17620_t001_CDS1.prot
GO:0005524	Vitvi05_01chr16g21530_t001_CDS1.prot
GO:0005741	Vitvi05_01chr16g21530_t001_CDS1.prot
GO:0016887	Vitvi05_01chr16g21530_t001_CDS1.prot
GO:0005829	Vitvi05_01chr05g00560_t001_CDS1.prot
GO:0005985	Vitvi05_01chr05g00560_t001_CDS1.prot
GO:0009536	Vitvi05_01chr05g00560_t001_CDS1.prot
GO:0016157	Vitvi05_01chr05g00560_t001_CDS1.prot
GO:0005985	Vitvi05_01chr10g25170_t001_CDS1.prot
GO:0016157	Vitvi05_01chr10g25170_t001_CDS1.prot
GO:0003924	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0005525	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0005794	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0005985	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0006886	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0016157	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0033365	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0043001	Vitvi05_01chr12g09260_t001_CDS1.prot
GO:0003924	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0005525	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0005794	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0005985	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0006886	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0016157	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0033365	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0043001	Vitvi05_01chr10g25180_t001_CDS1.prot
GO:0000124	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0003712	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0005634	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0006281	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0006355	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0008017	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0010330	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0035267	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0051211	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0140861	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:2001006	Vitvi05_01chr06g18030_t001_CDS1.prot
GO:0000266	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0003924	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0005525	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0005739	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0005777	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0005874	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0008017	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0016020	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0016559	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0051301	Vitvi05_01chr03g14810_t002_CDS1.prot
GO:0000266	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0003924	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0005525	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0005739	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0005777	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0005874	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0008017	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0016020	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0016559	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0051301	Vitvi05_01chr03g14810_t001_CDS1.prot
GO:0008137	Vitvi05_01chr00g06980_t001_CDS1.prot
GO:0009536	Vitvi05_01chr00g06980_t001_CDS1.prot
GO:0015990	Vitvi05_01chr00g06980_t001_CDS1.prot
GO:0042773	Vitvi05_01chr00g06980_t001_CDS1.prot
GO:0045271	Vitvi05_01chr00g06980_t001_CDS1.prot
GO:0005886	Vitvi05_01chr02g02750_t001_CDS1.prot
GO:0006811	Vitvi05_01chr02g02750_t001_CDS1.prot
GO:0015098	Vitvi05_01chr02g02750_t001_CDS1.prot
GO:0015689	Vitvi05_01chr02g02750_t001_CDS1.prot
GO:0004478	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0005737	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0006556	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0032559	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0035639	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0044281	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0046872	Vitvi05_01chr08g03190_t001_CDS1.prot
GO:0004553	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0005618	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0009835	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0010411	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0016762	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0042546	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0048046	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0071555	Vitvi05_01chr07g25520_t001_CDS1.prot
GO:0004674	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0004714	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0005524	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0005886	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0009506	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0046777	Vitvi05_01chr07g27350_t001_CDS1.prot
GO:0004674	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0004714	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0005524	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0005886	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0009506	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0046777	Vitvi05_01chr07g27360_t001_CDS1.prot
GO:0004674	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0004714	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0005524	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0005886	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0009506	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0046777	Vitvi05_01chr07g27370_t001_CDS1.prot
GO:0004672	Vitvi05_01chr03g02340_t001_CDS1.prot
GO:0005524	Vitvi05_01chr03g02340_t001_CDS1.prot
GO:0006468	Vitvi05_01chr03g02340_t001_CDS1.prot
GO:0008810	Vitvi05_01chr12g07150_t001_CDS1.prot
GO:0030245	Vitvi05_01chr12g07150_t001_CDS1.prot
GO:0004176	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0004222	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0005524	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0006508	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0008270	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0009535	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0010304	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0016887	Vitvi05_01chr12g02360_t001_CDS1.prot
GO:0005886	Vitvi05_01chr05g22150_t001_CDS1.prot
GO:0008157	Vitvi05_01chr05g22150_t001_CDS1.prot
GO:0019888	Vitvi05_01chr05g22150_t001_CDS1.prot
GO:0005886	Vitvi05_01chr05g22070_t001_CDS1.prot
GO:0008157	Vitvi05_01chr05g22070_t001_CDS1.prot
GO:0019888	Vitvi05_01chr05g22070_t001_CDS1.prot
GO:0003676	Vitvi05_01chr05g16620_t001_CDS1.prot
GO:0005634	Vitvi05_01chr05g16620_t001_CDS1.prot
GO:0006139	Vitvi05_01chr05g16620_t001_CDS1.prot
GO:0008408	Vitvi05_01chr05g16620_t001_CDS1.prot
GO:0046872	Vitvi05_01chr05g16620_t001_CDS1.prot
GO:0003676	Vitvi05_01chr05g16620_t002_CDS1.prot
GO:0005634	Vitvi05_01chr05g16620_t002_CDS1.prot
GO:0006139	Vitvi05_01chr05g16620_t002_CDS1.prot
GO:0008408	Vitvi05_01chr05g16620_t002_CDS1.prot
GO:0046872	Vitvi05_01chr05g16620_t002_CDS1.prot
GO:0000139	Vitvi05_01chr05g20250_t001_CDS1.prot
GO:0009101	Vitvi05_01chr05g20250_t001_CDS1.prot
GO:0016757	Vitvi05_01chr05g20250_t001_CDS1.prot
GO:0000712	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0000727	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0003677	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0005634	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0006308	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0008821	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0031573	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0046872	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0048257	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0048476	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0051301	Vitvi05_01chr13g23830_t001_CDS1.prot
GO:0000160	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0005634	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0005829	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0009736	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0009927	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0016310	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0043424	Vitvi05_01chr14g05440_t001_CDS1.prot
GO:0005829	Vitvi05_01chr07g22290_t001_CDS1.prot
GO:0016791	Vitvi05_01chr07g22290_t001_CDS1.prot
