go_id	name
GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity
GO:0016851	magnesium chelatase activity
GO:0016853	isomerase activity
GO:0016854	racemase and epimerase activity
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives
GO:0016859	cis-trans isomerase activity
GO:0016860	intramolecular oxidoreductase activity
GO:0016866	intramolecular transferase activity
GO:0016871	cycloartenol synthase activity
GO:0016872	intramolecular lyase activity
GO:0016874	ligase activity
GO:0016880	acid-ammonia (or amide) ligase activity
GO:0016881	acid-amino acid ligase activity
GO:0016887	ATP hydrolysis activity
GO:0016888	DNA endonuclease activity, producing 5'-phosphomonoesters
GO:0016891	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism
GO:0016895	DNA exonuclease activity, producing 5'-phosphomonoesters
GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0016906	sterol 3-beta-glucosyltransferase activity
GO:0016920	pyroglutamyl-peptidase activity
GO:0016925	protein sumoylation
GO:0016926	protein desumoylation
GO:0016929	deSUMOylase activity
GO:0016971	flavin-dependent sulfhydryl oxidase activity
GO:0016972	thiol oxidase activity
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0016984	ribulose-bisphosphate carboxylase activity
GO:0016985	mannan endo-1,4-beta-mannosidase activity
GO:0016987	sigma factor activity
GO:0016992	lipoate synthase activity
GO:0016995	cholesterol oxidase activity
GO:0016998	cell wall macromolecule catabolic process
GO:0017003	protein-heme linkage
GO:0017004	cytochrome complex assembly
GO:0017005	3'-tyrosyl-DNA phosphodiesterase activity
GO:0017006	protein-tetrapyrrole linkage
GO:0017007	protein-bilin linkage
GO:0017009	protein-phycocyanobilin linkage
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0017025	TBP-class protein binding
GO:0017038	protein import
GO:0017040	N-acylsphingosine amidohydrolase activity
GO:0017046	peptide hormone binding
GO:0017053	transcription repressor complex
GO:0017056	structural constituent of nuclear pore
GO:0017057	6-phosphogluconolactonase activity
GO:0017059	serine palmitoyltransferase complex
GO:0017069	snRNA binding
GO:0017070	U6 snRNA binding
GO:0017076	purine nucleotide binding
GO:0017077	oxidative phosphorylation uncoupler activity
GO:0017087	mitochondrial processing peptidase complex
GO:0017095	heparan sulfate 6-sulfotransferase activity
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0017102	methionyl glutamyl tRNA synthetase complex
GO:0017108	5'-flap endonuclease activity
GO:0017110	nucleoside diphosphate phosphatase activity
GO:0017111	ribonucleoside triphosphate phosphatase activity
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity
GO:0017116	single-stranded DNA helicase activity
GO:0017119	COG complex
GO:0017121	plasma membrane phospholipid scrambling
GO:0017125	deoxycytidyl transferase activity
GO:0017126	nucleologenesis
GO:0017128	phospholipid scramblase activity
GO:0017136	histone deacetylase activity, NAD-dependent
GO:0017148	negative regulation of translation
GO:0017150	tRNA dihydrouridine synthase activity
GO:0017157	regulation of exocytosis
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity
GO:0017171	serine hydrolase activity
GO:0017172	cysteine dioxygenase activity
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0017177	glucosidase II complex
GO:0017178	diphthine-ammonia ligase activity
GO:0017183	protein histidyl modification to diphthamide
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase
GO:0017196	N-terminal peptidyl-methionine acetylation
GO:0018002	N-terminal peptidyl-glutamic acid acetylation
GO:0018008	N-terminal peptidyl-glycine N-myristoylation
GO:0018022	peptidyl-lysine methylation
GO:0018023	peptidyl-lysine trimethylation
GO:0018025	calmodulin-lysine N-methyltransferase activity
GO:0018026	peptidyl-lysine monomethylation
GO:0018027	peptidyl-lysine dimethylation
GO:0018064	protein-L-histidine N-tele-methyltransferase activity
GO:0018105	peptidyl-serine phosphorylation
GO:0018107	peptidyl-threonine phosphorylation
GO:0018114	threonine racemase activity
GO:0018126	protein hydroxylation
GO:0018160	peptidyl-pyrromethane cofactor linkage
GO:0018193	peptidyl-amino acid modification
GO:0018195	peptidyl-arginine modification
GO:0018202	peptidyl-histidine modification
GO:0018205	peptidyl-lysine modification
GO:0018206	peptidyl-methionine modification
GO:0018208	peptidyl-proline modification
GO:0018209	peptidyl-serine modification
GO:0018216	peptidyl-arginine methylation
GO:0018230	peptidyl-L-cysteine S-palmitoylation
GO:0018237	urease activator activity
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0018293	protein-FAD linkage
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex
GO:0018343	protein farnesylation
GO:0018344	protein geranylgeranylation
GO:0018345	protein palmitoylation
GO:0018364	peptidyl-glutamine methylation
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0018423	protein C-terminal leucine carboxyl O-methyltransferase activity
GO:0018444	translation release factor complex
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0018549	methanethiol oxidase activity
GO:0018580	nitronate monooxygenase activity
GO:0018685	alkane 1-monooxygenase activity
GO:0018738	S-formylglutathione hydrolase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0018822	nitrile hydratase activity
GO:0019003	GDP binding
GO:0019005	SCF ubiquitin ligase complex
GO:0019081	viral translation
GO:0019103	pyrimidine nucleotide binding
GO:0019104	DNA N-glycosylase activity
GO:0019133	choline monooxygenase activity
GO:0019135	deoxyhypusine monooxygenase activity
GO:0019136	deoxynucleoside kinase activity
GO:0019139	cytokinin dehydrogenase activity
GO:0019140	inositol 3-kinase activity
GO:0019145	aminobutyraldehyde dehydrogenase (NAD+) activity
GO:0019148	D-cysteine desulfhydrase activity
GO:0019150	D-ribulokinase activity
GO:0019156	isoamylase activity
GO:0019158	mannokinase activity
GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity
GO:0019171	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GO:0019185	snRNA-activating protein complex
GO:0019187	beta-1,4-mannosyltransferase activity
GO:0019199	transmembrane receptor protein kinase activity
GO:0019200	carbohydrate kinase activity
GO:0019203	carbohydrate phosphatase activity
GO:0019207	kinase regulator activity
GO:0019208	phosphatase regulator activity
GO:0019209	kinase activator activity
GO:0019210	kinase inhibitor activity
GO:0019212	phosphatase inhibitor activity
GO:0019216	regulation of lipid metabolic process
GO:0019222	regulation of metabolic process
GO:0019237	centromeric DNA binding
GO:0019238	cyclohydrolase activity
GO:0019239	deaminase activity
GO:0019240	L-citrulline biosynthetic process
GO:0019243	GO:0019243
GO:0019252	starch biosynthetic process
GO:0019253	reductive pentose-phosphate cycle
GO:0019264	GO:0019264
GO:0019265	GO:0019265
GO:0019276	UDP-N-acetylgalactosamine metabolic process
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process
GO:0019285	GO:0019285
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
GO:0019290	siderophore biosynthetic process
GO:0019303	D-ribose catabolic process
GO:0019305	dTDP-rhamnose biosynthetic process
GO:0019310	inositol catabolic process
GO:0019318	hexose metabolic process
GO:0019321	pentose metabolic process
GO:0019344	L-cysteine biosynthetic process
GO:0019346	transsulfuration
GO:0019354	siroheme biosynthetic process
GO:0019364	pyridine nucleotide catabolic process
GO:0019365	pyridine nucleotide salvage
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0019375	galactolipid biosynthetic process
GO:0019379	GO:0019379
GO:0019388	galactose catabolic process
GO:0019418	sulfide oxidation
GO:0019427	GO:0019427
GO:0019430	removal of superoxide radicals
GO:0019432	triglyceride biosynthetic process
GO:0019433	triglyceride catabolic process
GO:0019441	GO:0019441
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0019478	D-amino acid catabolic process
GO:0019481	GO:0019481
GO:0019483	beta-alanine biosynthetic process
GO:0019499	cyanide metabolic process
GO:0019500	cyanide catabolic process
GO:0019509	GO:0019509
GO:0019521	D-gluconate metabolic process
GO:0019538	protein metabolic process
GO:0019544	GO:0019544
GO:0019563	glycerol catabolic process
GO:0019628	urate catabolic process
GO:0019632	shikimate metabolic process
GO:0019637	organophosphate metabolic process
GO:0019646	aerobic electron transport chain
GO:0019674	NAD+ metabolic process
GO:0019676	ammonia assimilation cycle
GO:0019677	NAD+ catabolic process
GO:0019684	photosynthesis, light reaction
GO:0019693	ribose phosphate metabolic process
GO:0019706	protein-cysteine S-palmitoyltransferase activity
GO:0019722	calcium-mediated signaling
GO:0019725	cellular homeostasis
GO:0019740	nitrogen utilization
GO:0019748	secondary metabolic process
GO:0019750	chloroplast localization
GO:0019752	carboxylic acid metabolic process
GO:0019755	one-carbon compound transport
GO:0019760	glucosinolate metabolic process
GO:0019761	glucosinolate biosynthetic process
GO:0019762	glucosinolate catabolic process
GO:0019773	proteasome core complex, alpha-subunit complex
GO:0019774	proteasome core complex, beta-subunit complex
GO:0019776	Atg8-family ligase activity
GO:0019778	Atg12 activating enzyme activity
GO:0019779	Atg8 activating enzyme activity
GO:0019781	NEDD8 activating enzyme activity
GO:0019783	ubiquitin-like protein peptidase activity
GO:0019784	deNEDDylase activity
GO:0019786	protein-phosphatidylethanolamide deconjugating activity
GO:0019787	ubiquitin-like protein transferase activity
GO:0019788	NEDD8 transferase activity
GO:0019789	SUMO transferase activity
GO:0019797	procollagen-proline 3-dioxygenase activity
GO:0019798	procollagen-proline dioxygenase activity
GO:0019808	polyamine binding
GO:0019825	oxygen binding
GO:0019827	stem cell population maintenance
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity
GO:0019840	isoprenoid binding
GO:0019842	vitamin binding
GO:0019843	rRNA binding
GO:0019853	L-ascorbic acid biosynthetic process
GO:0019856	pyrimidine nucleobase biosynthetic process
GO:0019859	thymine metabolic process
GO:0019866	organelle inner membrane
GO:0019877	GO:0019877
GO:0019878	GO:0019878
GO:0019887	protein kinase regulator activity
GO:0019888	protein phosphatase regulator activity
GO:0019898	extrinsic component of membrane
GO:0019899	enzyme binding
GO:0019900	kinase binding
GO:0019901	protein kinase binding
GO:0019903	protein phosphatase binding
GO:0019904	protein domain specific binding
GO:0019905	syntaxin binding
GO:0019915	lipid storage
GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine
GO:0019941	modification-dependent protein catabolic process
GO:0019948	SUMO activating enzyme activity
GO:0019953	sexual reproduction
GO:0019985	translesion synthesis
GO:0019988	charged-tRNA amino acid modification
GO:0020037	heme binding
GO:0021700	developmental maturation
GO:0022402	cell cycle process
GO:0022604	regulation of cell morphogenesis
GO:0022607	cellular component assembly
GO:0022613	ribonucleoprotein complex biogenesis
GO:0022618	protein-RNA complex assembly
GO:0022622	root system development
GO:0022625	cytosolic large ribosomal subunit
GO:0022626	cytosolic ribosome
GO:0022627	cytosolic small ribosomal subunit
GO:0022803	passive transmembrane transporter activity
GO:0022821	solute:potassium antiporter activity
GO:0022824	transmitter-gated monoatomic ion channel activity
GO:0022839	monoatomic ion-gated channel activity
GO:0022841	potassium ion leak channel activity
GO:0022843	voltage-gated monoatomic cation channel activity
GO:0022853	active monoatomic ion transmembrane transporter activity
GO:0022857	transmembrane transporter activity
GO:0022900	electron transport chain
GO:0022904	respiratory electron transport chain
GO:0023052	signaling
GO:0030001	metal ion transport
GO:0030003	intracellular monoatomic cation homeostasis
GO:0030007	intracellular potassium ion homeostasis
GO:0030008	TRAPP complex
GO:0030014	CCR4-NOT complex
GO:0030015	CCR4-NOT core complex
GO:0030026	intracellular manganese ion homeostasis
GO:0030029	actin filament-based process
GO:0030030	cell projection organization
GO:0030031	cell projection assembly
GO:0030036	actin cytoskeleton organization
GO:0030041	actin filament polymerization
GO:0030042	actin filament depolymerization
GO:0030048	actin filament-based movement
GO:0030050	vesicle transport along actin filament
GO:0030054	cell junction
GO:0030060	L-malate dehydrogenase (NAD+) activity
GO:0030091	protein repair
GO:0030093	chloroplast photosystem I
GO:0030095	chloroplast photosystem II
GO:0030100	regulation of endocytosis
GO:0030117	membrane coat
GO:0030118	clathrin coat
GO:0030119	AP-type membrane coat adaptor complex
GO:0030120	vesicle coat
GO:0030121	AP-1 adaptor complex
GO:0030122	AP-2 adaptor complex
GO:0030123	AP-3 adaptor complex
GO:0030124	AP-4 adaptor complex
GO:0030125	clathrin vesicle coat
GO:0030126	COPI vesicle coat
GO:0030127	COPII vesicle coat
GO:0030130	clathrin coat of trans-Golgi network vesicle
GO:0030131	clathrin adaptor complex
GO:0030132	clathrin coat of coated pit
GO:0030133	transport vesicle
GO:0030134	COPII-coated ER to Golgi transport vesicle
GO:0030135	coated vesicle
GO:0030136	clathrin-coated vesicle
GO:0030139	endocytic vesicle
GO:0030141	secretory granule
GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity
GO:0030145	manganese ion binding
GO:0030148	sphingolipid biosynthetic process
GO:0030149	sphingolipid catabolic process
GO:0030150	protein import into mitochondrial matrix
GO:0030151	molybdenum ion binding
GO:0030154	cell differentiation
GO:0030155	regulation of cell adhesion
GO:0030159	signaling receptor complex adaptor activity
GO:0030162	regulation of proteolysis
GO:0030163	protein catabolic process
GO:0030170	pyridoxal phosphate binding
GO:0030171	voltage-gated proton channel activity
GO:0030174	regulation of DNA-templated DNA replication initiation
GO:0030177	positive regulation of Wnt signaling pathway
GO:0030198	extracellular matrix organization
GO:0030203	glycosaminoglycan metabolic process
GO:0030234	enzyme regulator activity
GO:0030242	autophagy of peroxisome
GO:0030243	cellulose metabolic process
GO:0030244	cellulose biosynthetic process
GO:0030245	cellulose catabolic process
GO:0030246	carbohydrate binding
GO:0030247	polysaccharide binding
GO:0030258	lipid modification
GO:0030261	chromosome condensation
GO:0030267	glyoxylate reductase (NADPH) activity
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
GO:0030276	clathrin binding
GO:0030289	protein phosphatase 4 complex
GO:0030295	protein kinase activator activity
GO:0030301	cholesterol transport
GO:0030307	positive regulation of cell growth
GO:0030312	external encapsulating structure
GO:0030322	stabilization of membrane potential
GO:0030327	prenylated protein catabolic process
GO:0030328	prenylcysteine catabolic process
GO:0030332	cyclin binding
GO:0030337	DNA polymerase processivity factor activity
GO:0030350	iron-responsive element binding
GO:0030366	molybdopterin synthase activity
GO:0030371	translation repressor activity
GO:0030378	serine racemase activity
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:0030409	glutamate formimidoyltransferase activity
GO:0030410	nicotianamine synthase activity
GO:0030418	nicotianamine biosynthetic process
GO:0030422	siRNA processing
GO:0030427	site of polarized growth
GO:0030479	actin cortical patch
GO:0030488	tRNA methylation
GO:0030490	maturation of SSU-rRNA
GO:0030497	fatty acid elongation
GO:0030515	snoRNA binding
GO:0030518	nuclear receptor-mediated steroid hormone signaling pathway
GO:0030527	structural constituent of chromatin
GO:0030544	Hsp70 protein binding
GO:0030551	cyclic nucleotide binding
GO:0030552	cAMP binding
GO:0030553	cGMP binding
GO:0030554	adenyl nucleotide binding
GO:0030570	pectate lyase activity
GO:0030574	collagen catabolic process
GO:0030599	pectinesterase activity
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GO:0030619	U1 snRNA binding
GO:0030620	U2 snRNA binding
GO:0030621	U4 snRNA binding
GO:0030623	U5 snRNA binding
GO:0030626	U12 snRNA binding
GO:0030627	pre-mRNA 5'-splice site binding
GO:0030628	pre-mRNA 3'-splice site binding
GO:0030638	polyketide metabolic process
GO:0030639	polyketide biosynthetic process
GO:0030658	transport vesicle membrane
GO:0030659	cytoplasmic vesicle membrane
GO:0030660	Golgi-associated vesicle membrane
GO:0030665	clathrin-coated vesicle membrane
GO:0030674	protein-macromolecule adaptor activity
GO:0030677	ribonuclease P complex
GO:0030681	multimeric ribonuclease P complex
GO:0030684	preribosome
GO:0030686	90S preribosome
GO:0030687	preribosome, large subunit precursor
GO:0030688	preribosome, small subunit precursor
GO:0030689	Noc complex
GO:0030690	Noc1p-Noc2p complex
GO:0030691	Noc2p-Noc3p complex
GO:0030692	Noc4p-Nop14p complex
GO:0030695	GTPase regulator activity
GO:0030705	cytoskeleton-dependent intracellular transport
GO:0030732	methionine S-methyltransferase activity
GO:0030735	carnosine N-methyltransferase activity
GO:0030775	glucuronoxylan 4-O-methyltransferase activity
GO:0030785	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity
GO:0030797	24-methylenesterol C-methyltransferase activity
GO:0030833	regulation of actin filament polymerization
GO:0030835	negative regulation of actin filament depolymerization
GO:0030836	positive regulation of actin filament depolymerization
GO:0030837	negative regulation of actin filament polymerization
GO:0030864	cortical actin cytoskeleton
GO:0030865	cortical cytoskeleton organization
GO:0030866	cortical actin cytoskeleton organization
GO:0030870	Mre11 complex
GO:0030875	rDNA protrusion
GO:0030880	RNA polymerase complex
GO:0030891	VCB complex
GO:0030892	mitotic cohesin complex
GO:0030896	checkpoint clamp complex
GO:0030897	HOPS complex
GO:0030904	retromer complex
GO:0030906	retromer, cargo-selective complex
GO:0030915	Smc5-Smc6 complex
GO:0030941	chloroplast targeting sequence receptor activity
GO:0030942	endoplasmic reticulum signal sequence receptor activity
GO:0030943	mitochondrion targeting sequence binding
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity
GO:0030955	potassium ion binding
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex
GO:0030964	NADH dehydrogenase complex
GO:0030968	endoplasmic reticulum unfolded protein response
GO:0030970	retrograde protein transport, ER to cytosol
GO:0030974	thiamine pyrophosphate transmembrane transport
GO:0030975	thiamine binding
GO:0030976	thiamine pyrophosphate binding
GO:0030981	cortical microtubule cytoskeleton
GO:0030983	mismatched DNA binding
GO:0031011	Ino80 complex
GO:0031012	extracellular matrix
GO:0031021	interphase microtubule organizing center
GO:0031022	nuclear migration along microfilament
GO:0031023	microtubule organizing center organization
GO:0031047	regulatory ncRNA-mediated gene silencing
GO:0031048	regulatory ncRNA-mediated heterochromatin formation
GO:0031053	primary miRNA processing
GO:0031071	cysteine desulfurase activity
GO:0031072	heat shock protein binding
GO:0031080	nuclear pore outer ring
GO:0031083	BLOC-1 complex
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0031090	organelle membrane
GO:0031110	regulation of microtubule polymerization or depolymerization
GO:0031118	rRNA pseudouridine synthesis
GO:0031119	tRNA pseudouridine synthesis
GO:0031120	snRNA pseudouridine synthesis
GO:0031122	cytoplasmic microtubule organization
GO:0031123	RNA 3'-end processing
GO:0031124	mRNA 3'-end processing
GO:0031125	rRNA 3'-end processing
GO:0031126	sno(s)RNA 3'-end processing
GO:0031145	anaphase-promoting complex-dependent catabolic process
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031167	rRNA methylation
GO:0031176	endo-1,4-beta-xylanase activity
GO:0031177	phosphopantetheine binding
GO:0031179	peptide modification
GO:0031201	SNARE complex
GO:0031204	post-translational protein targeting to membrane, translocation
GO:0031207	Sec62/Sec63 complex
GO:0031209	SCAR complex
GO:0031210	phosphatidylcholine binding
GO:0031213	RSF complex
GO:0031222	arabinan catabolic process
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane
GO:0031248	protein acetyltransferase complex
GO:0031252	cell leading edge
GO:0031254	cell trailing edge
GO:0031261	DNA replication preinitiation complex
GO:0031262	Ndc80 complex
GO:0031267	small GTPase binding
GO:0031297	replication fork processing
GO:0031298	replication fork protection complex
GO:0031312	extrinsic component of organelle membrane
GO:0031314	extrinsic component of mitochondrial inner membrane
GO:0031338	regulation of vesicle fusion
GO:0031347	regulation of defense response
GO:0031348	negative regulation of defense response
GO:0031349	positive regulation of defense response
GO:0031365	N-terminal protein amino acid modification
GO:0031369	translation initiation factor binding
GO:0031371	ubiquitin conjugating enzyme complex
GO:0031372	UBC13-MMS2 complex
GO:0031379	RNA-directed RNA polymerase complex
GO:0031380	nuclear RNA-directed RNA polymerase complex
GO:0031386	protein tag activity
GO:0031390	Ctf18 RFC-like complex
GO:0031396	regulation of protein ubiquitination
GO:0031397	negative regulation of protein ubiquitination
GO:0031405	lipoic acid binding
GO:0031406	carboxylic acid binding
GO:0031407	oxylipin metabolic process
GO:0031408	oxylipin biosynthetic process
GO:0031410	cytoplasmic vesicle
GO:0031415	NatA complex
GO:0031416	NatB complex
GO:0031417	NatC complex
GO:0031418	L-ascorbic acid binding
GO:0031420	alkali metal ion binding
GO:0031422	RecQ family helicase-topoisomerase III complex
GO:0031425	chloroplast RNA processing
GO:0031428	box C/D methylation guide snoRNP complex
GO:0031429	box H/ACA snoRNP complex
GO:0031436	BRCA1-BARD1 complex
GO:0031445	regulation of heterochromatin formation
GO:0031452	negative regulation of heterochromatin formation
GO:0031461	cullin-RING ubiquitin ligase complex
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex
GO:0031468	nuclear membrane reassembly
GO:0031490	chromatin DNA binding
GO:0031491	nucleosome binding
GO:0031492	nucleosomal DNA binding
GO:0031499	TRAMP complex
GO:0031501	mannosyltransferase complex
GO:0031507	heterochromatin formation
GO:0031509	subtelomeric heterochromatin formation
GO:0031510	SUMO activating enzyme complex
GO:0031511	Mis6-Sim4 complex
GO:0031515	tRNA (m1A) methyltransferase complex
GO:0031519	PcG protein complex
GO:0031537	regulation of anthocyanin metabolic process
GO:0031538	negative regulation of anthocyanin metabolic process
GO:0031540	regulation of anthocyanin biosynthetic process
GO:0031544	peptidyl-proline 3-dioxygenase activity
GO:0031559	oxidosqualene cyclase activity
GO:0031564	transcription antitermination
GO:0031567	mitotic cell size control checkpoint signaling
GO:0031570	DNA integrity checkpoint signaling
GO:0031573	mitotic intra-S DNA damage checkpoint signaling
GO:0031591	wybutosine biosynthetic process
GO:0031593	polyubiquitin modification-dependent protein binding
GO:0031595	nuclear proteasome complex
GO:0031597	cytosolic proteasome complex
GO:0031616	spindle pole centrosome
GO:0031624	ubiquitin conjugating enzyme binding
GO:0031625	ubiquitin protein ligase binding
GO:0031640	killing of cells of another organism
GO:0031647	regulation of protein stability
GO:0031667	response to nutrient levels
GO:0031669	cellular response to nutrient levels
GO:0031676	plasma membrane-derived thylakoid membrane
GO:0031683	G-protein beta/gamma-subunit complex binding
GO:0031848	protection from non-homologous end joining at telomere
GO:0031897	Tic complex
GO:0031901	early endosome membrane
GO:0031902	late endosome membrane
GO:0031929	TOR signaling
GO:0031930	mitochondria-nucleus signaling pathway
GO:0031931	TORC1 complex
GO:0031932	TORC2 complex
GO:0031956	medium-chain fatty acid-CoA ligase activity
GO:0031965	nuclear membrane
GO:0031966	mitochondrial membrane
GO:0031967	organelle envelope
GO:0031968	organelle outer membrane
GO:0031969	chloroplast membrane
GO:0031970	organelle envelope lumen
GO:0031972	chloroplast intermembrane space
GO:0031976	plastid thylakoid
GO:0031978	plastid thylakoid lumen
GO:0031981	nuclear lumen
GO:0031982	vesicle
GO:0031985	Golgi cisterna
GO:0031990	mRNA export from nucleus in response to heat stress
GO:0032012	regulation of ARF protein signal transduction
GO:0032039	integrator complex
GO:0032040	small-subunit processome
GO:0032043	mitochondrial DNA catabolic process
GO:0032044	DSIF complex
GO:0032045	guanyl-nucleotide exchange factor complex
GO:0032049	cardiolipin biosynthetic process
GO:0032050	clathrin heavy chain binding
GO:0032051	clathrin light chain binding
GO:0032101	regulation of response to external stimulus
GO:0032116	SMC loading complex
GO:0032131	alkylated DNA binding
GO:0032133	chromosome passenger complex
GO:0032147	activation of protein kinase activity
GO:0032153	cell division site
GO:0032182	ubiquitin-like protein binding
GO:0032200	telomere organization
GO:0032204	regulation of telomere maintenance
GO:0032206	positive regulation of telomere maintenance
GO:0032210	regulation of telomere maintenance via telomerase
GO:0032211	negative regulation of telomere maintenance via telomerase
GO:0032216	glucosaminyl-phosphatidylinositol O-acyltransferase activity
GO:0032259	methylation
GO:0032263	GMP salvage
GO:0032264	IMP salvage
GO:0032266	phosphatidylinositol-3-phosphate binding
GO:0032267	tRNA(Ile)-lysidine synthase activity
GO:0032271	regulation of protein polymerization
GO:0032296	double-stranded RNA-specific ribonuclease activity
GO:0032299	ribonuclease H2 complex
GO:0032300	mismatch repair complex
GO:0032301	MutSalpha complex
GO:0032357	oxidized purine DNA binding
GO:0032366	intracellular sterol transport
GO:0032367	intracellular cholesterol transport
GO:0032389	MutLalpha complex
GO:0032418	lysosome localization
GO:0032422	purine-rich negative regulatory element binding
GO:0032432	actin filament bundle
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0032440	2-alkenal reductase [NAD(P)H] activity
GO:0032441	pheophorbide a oxygenase activity
GO:0032446	protein modification by small protein conjugation
GO:0032447	protein urmylation
GO:0032451	demethylase activity
GO:0032452	histone demethylase activity
GO:0032453	histone H3K4 demethylase activity
GO:0032454	histone H3K9 demethylase activity
GO:0032456	endocytic recycling
GO:0032465	regulation of cytokinesis
GO:0032467	positive regulation of cytokinesis
GO:0032468	Golgi calcium ion homeostasis
GO:0032469	endoplasmic reticulum calcium ion homeostasis
GO:0032472	Golgi calcium ion transport
GO:0032483	regulation of Rab protein signal transduction
GO:0032501	multicellular organismal process
GO:0032502	developmental process
GO:0032507	maintenance of protein location in cell
GO:0032509	endosome transport via multivesicular body sorting pathway
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
GO:0032541	cortical endoplasmic reticulum
GO:0032542	sulfiredoxin activity
GO:0032543	mitochondrial translation
GO:0032544	plastid translation
GO:0032545	CURI complex
GO:0032549	ribonucleoside binding
GO:0032555	purine ribonucleotide binding
GO:0032559	adenyl ribonucleotide binding
GO:0032561	guanyl ribonucleotide binding
GO:0032574	5'-3' RNA helicase activity
GO:0032580	Golgi cisterna membrane
GO:0032585	multivesicular body membrane
GO:0032586	protein storage vacuole membrane
GO:0032587	ruffle membrane
GO:0032588	trans-Golgi network membrane
GO:0032774	RNA biosynthetic process
GO:0032777	piccolo histone acetyltransferase complex
GO:0032780	negative regulation of ATP-dependent activity
GO:0032781	positive regulation of ATP-dependent activity
GO:0032783	super elongation complex
GO:0032784	regulation of DNA-templated transcription elongation
GO:0032785	negative regulation of DNA-templated transcription, elongation
GO:0032786	positive regulation of DNA-templated transcription, elongation
GO:0032787	monocarboxylic acid metabolic process
GO:0032790	ribosome disassembly
GO:0032797	SMN complex
GO:0032807	DNA ligase IV complex
GO:0032870	cellular response to hormone stimulus
GO:0032875	regulation of DNA endoreduplication
GO:0032877	positive regulation of DNA endoreduplication
GO:0032922	circadian regulation of gene expression
GO:0032933	SREBP signaling pathway
GO:0032934	sterol binding
GO:0032940	secretion by cell
GO:0032951	regulation of beta-glucan biosynthetic process
GO:0032955	regulation of division septum assembly
GO:0032956	regulation of actin cytoskeleton organization
GO:0032957	inositol trisphosphate metabolic process
GO:0032958	inositol phosphate biosynthetic process
GO:0032963	collagen metabolic process
GO:0032968	positive regulation of transcription elongation by RNA polymerase II
GO:0032970	regulation of actin filament-based process
GO:0032977	membrane insertase activity
GO:0032979	protein insertion into mitochondrial inner membrane from matrix
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0032984	protein-containing complex disassembly
GO:0032991	protein-containing complex
GO:0032993	protein-DNA complex
GO:0033013	tetrapyrrole metabolic process
GO:0033014	tetrapyrrole biosynthetic process
GO:0033036	macromolecule localization
GO:0033043	regulation of organelle organization
GO:0033044	regulation of chromosome organization
GO:0033045	regulation of sister chromatid segregation
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex
