go_id	seq_id
GO:0006744	WP_250124311.1
GO:0008694	WP_250124311.1
GO:0004814	WP_250124329.1
GO:0005524	WP_250124329.1
GO:0005737	WP_250124329.1
GO:0006420	WP_250124329.1
GO:0005737	WP_250124332.1
GO:0008965	WP_250124332.1
GO:0009401	WP_250124332.1
GO:0016020	WP_250124332.1
GO:0046872	WP_250124332.1
GO:0047324	WP_250124332.1
GO:0005524	WP_250124336.1
GO:0006302	WP_250124336.1
GO:0006310	WP_250124336.1
GO:0009432	WP_250124336.1
GO:0016887	WP_250124336.1
GO:0043590	WP_250124336.1
GO:0004672	WP_250124337.1
GO:0005524	WP_250124337.1
GO:0002161	WP_250124339.1
GO:0004832	WP_250124339.1
GO:0005524	WP_250124339.1
GO:0005829	WP_250124339.1
GO:0006438	WP_250124339.1
GO:0004575	WP_250124341.1
GO:0005987	WP_250124341.1
GO:0033926	WP_250124341.1
GO:0004324	WP_250124343.1
GO:0030089	WP_250124343.1
GO:0031676	WP_250124343.1
GO:0005886	WP_250124348.1
GO:0009636	WP_250124348.1
GO:0015562	WP_250124348.1
GO:0042910	WP_250124348.1
GO:0000049	WP_250124376.1
GO:0019843	WP_250124376.1
GO:0043023	WP_250124376.1
GO:0072344	WP_250124376.1
GO:1990112	WP_250124376.1
GO:0005886	WP_250124387.1
GO:0042910	WP_250124387.1
GO:0000287	WP_250124389.1
GO:0003984	WP_250124389.1
GO:0005948	WP_250124389.1
GO:0009097	WP_250124389.1
GO:0009099	WP_250124389.1
GO:0030976	WP_250124389.1
GO:0050660	WP_250124389.1
GO:0004030	WP_250124390.1
GO:0004777	WP_250124390.1
GO:0008734	WP_250124398.1
GO:0009435	WP_250124398.1
GO:0016301	WP_250124404.1
GO:0000725	WP_250124411.1
GO:0003684	WP_250124411.1
GO:0005524	WP_250124411.1
GO:0005829	WP_250124411.1
GO:0008270	WP_250124411.1
GO:0016787	WP_250124411.1
GO:0140664	WP_250124411.1
GO:0005524	WP_250124417.1
GO:0016887	WP_250124417.1
GO:0015977	WP_250124423.1
GO:0015979	WP_250124423.1
GO:0016829	WP_250124423.1
GO:0031470	WP_250124423.1
GO:0043886	WP_250124423.1
GO:0046872	WP_250124423.1
GO:0008137	WP_250124426.1
GO:0012505	WP_250124426.1
GO:0015990	WP_250124426.1
GO:0016020	WP_250124426.1
GO:0042773	WP_250124426.1
GO:0008137	WP_250124427.1
GO:0012505	WP_250124427.1
GO:0015990	WP_250124427.1
GO:0016020	WP_250124427.1
GO:0042773	WP_250124427.1
GO:0048039	WP_250124427.1
GO:0004827	WP_250124443.1
GO:0005524	WP_250124443.1
GO:0005737	WP_250124443.1
GO:0006433	WP_250124443.1
GO:0017101	WP_250124443.1
GO:0004553	WP_250124444.1
GO:0005975	WP_250124444.1
GO:0004497	WP_250124454.1
GO:0008767	WP_250124454.1
GO:0016020	WP_250124454.1
GO:0016705	WP_250124454.1
GO:0046872	WP_250124454.1
GO:0051537	WP_250124454.1
GO:0004326	WP_250124459.1
GO:0005524	WP_250124459.1
GO:0005737	WP_250124459.1
GO:0008841	WP_250124459.1
GO:0046872	WP_250124459.1
GO:0005975	WP_250124494.1
GO:0008184	WP_250124494.1
GO:0030170	WP_250124494.1
GO:0000287	WP_250124500.1
GO:0005829	WP_250124500.1
GO:0008661	WP_250124500.1
GO:0009228	WP_250124500.1
GO:0016114	WP_250124500.1
GO:0019288	WP_250124500.1
GO:0030976	WP_250124500.1
GO:0005524	WP_250124509.1
GO:0005524	WP_250124516.1
GO:0006412	WP_250124516.1
GO:0016740	WP_250124516.1
GO:0050566	WP_250124516.1
GO:0050567	WP_250124516.1
GO:0070681	WP_250124516.1
GO:0005524	WP_250124526.1
GO:0005975	WP_250124526.1
GO:0046316	WP_250124526.1
GO:0000287	WP_250124528.1
GO:0004019	WP_250124528.1
GO:0005525	WP_250124528.1
GO:0005737	WP_250124528.1
GO:0044208	WP_250124528.1
GO:0046040	WP_250124528.1
GO:0004148	WP_250124543.1
GO:0006103	WP_250124543.1
GO:0045252	WP_250124543.1
GO:0050660	WP_250124543.1
GO:0016020	WP_250124545.1
GO:0016117	WP_250124545.1
GO:0016491	WP_250124545.1
GO:0046608	WP_250124545.1
GO:0009279	WP_250124554.1
GO:0015344	WP_250124554.1
GO:0038023	WP_250124554.1
GO:0044718	WP_250124554.1
GO:0005886	WP_250124557.1
GO:0022857	WP_250124557.1
GO:0033214	WP_250124557.1
GO:0008643	WP_250124570.1
GO:0015288	WP_250124570.1
GO:0016020	WP_250124570.1
GO:0005524	WP_250124576.1
GO:0004573	WP_250124578.1
GO:0009311	WP_250124578.1
GO:0003677	WP_250124581.1
GO:0004386	WP_250124581.1
GO:0005524	WP_250124581.1
GO:0016887	WP_250124581.1
GO:0032559	WP_250124587.1
GO:0043168	WP_250124587.1
GO:0015108	WP_250124594.1
GO:0016020	WP_250124594.1
GO:0004087	WP_250124607.1
GO:0004088	WP_250124607.1
GO:0005524	WP_250124607.1
GO:0005737	WP_250124607.1
GO:0006526	WP_250124607.1
GO:0006541	WP_250124607.1
GO:0044205	WP_250124607.1
GO:0046872	WP_250124607.1
GO:0005737	WP_250124618.1
GO:0009039	WP_250124618.1
GO:0016151	WP_250124618.1
GO:0043419	WP_250124618.1
GO:0004029	WP_250124621.1
GO:0005737	WP_250124621.1
GO:0006081	WP_250124621.1
GO:0003723	WP_250124627.1
GO:0004521	WP_250124627.1
GO:0004534	WP_250124627.1
GO:0005737	WP_250124627.1
GO:0006364	WP_250124627.1
GO:0008270	WP_250124627.1
GO:0003755	WP_250124631.1
GO:0005737	WP_250124631.1
GO:0015031	WP_250124631.1
GO:0043022	WP_250124631.1
GO:0043335	WP_250124631.1
GO:0044183	WP_250124631.1
GO:0051083	WP_250124631.1
GO:0051301	WP_250124631.1
GO:0000271	WP_250124644.1
GO:0016020	WP_250124644.1
GO:0016740	WP_250124644.1
GO:0046394	WP_250124644.1
GO:0071944	WP_250124644.1
GO:0016757	WP_250124646.1
GO:0016117	WP_250124654.1
GO:0016491	WP_250124654.1
GO:0000155	WP_250124676.1
GO:0005524	WP_250124676.1
GO:0005886	WP_250124676.1
GO:0005992	WP_250124688.1
GO:0030980	WP_250124688.1
GO:0047470	WP_250124688.1
GO:0003844	WP_250124689.1
GO:0005737	WP_250124689.1
GO:0005992	WP_250124689.1
GO:0033942	WP_250124689.1
GO:0043169	WP_250124689.1
GO:0004135	WP_250124690.1
GO:0005980	WP_250124690.1
GO:0004134	WP_250124692.1
GO:0005975	WP_250124692.1
GO:0005524	WP_250124693.1
GO:0005977	WP_250124693.1
GO:0016740	WP_250124693.1
GO:0046872	WP_250124693.1
GO:0047471	WP_250124693.1
GO:0022857	WP_250124704.1
GO:0005524	WP_250124713.1
GO:0005886	WP_250124713.1
GO:0015421	WP_250124713.1
GO:0016887	WP_250124713.1
GO:0034040	WP_250124713.1
GO:0003847	WP_250124716.1
GO:0016042	WP_250124716.1
GO:0005524	WP_250124717.1
GO:0016301	WP_250124717.1
GO:0006508	WP_250124729.1
GO:0008360	WP_250124729.1
GO:0008658	WP_250124729.1
GO:0008955	WP_250124729.1
GO:0009002	WP_250124729.1
GO:0009252	WP_250124729.1
GO:0030288	WP_250124729.1
GO:0071555	WP_250124729.1
GO:0004345	WP_250124752.1
GO:0005829	WP_250124752.1
GO:0006006	WP_250124752.1
GO:0009051	WP_250124752.1
GO:0050661	WP_250124752.1
GO:0000166	WP_250124757.1
GO:0004386	WP_250124757.1
GO:0004519	WP_250124757.1
GO:0004748	WP_250124757.1
GO:0006260	WP_250124757.1
GO:0008998	WP_250124757.1
GO:0016539	WP_250124757.1
GO:0031419	WP_250124757.1
GO:0005886	WP_250124768.1
GO:0008324	WP_250124768.1
GO:0042910	WP_250124768.1
GO:0005215	WP_250124769.1
GO:0035434	WP_250124769.1
GO:0110165	WP_250124769.1
GO:0004673	WP_250124770.1
GO:0140299	WP_250124770.1
GO:0000155	WP_250124773.1
GO:0016020	WP_250124773.1
GO:0005886	WP_250124777.1
GO:0050660	WP_250124777.1
GO:0005524	WP_250124781.1
GO:0005737	WP_250124781.1
GO:0016853	WP_250124781.1
GO:0042026	WP_250124781.1
GO:0051082	WP_250124781.1
GO:0140662	WP_250124781.1
GO:0003676	WP_250124789.1
GO:0004816	WP_250124789.1
GO:0005524	WP_250124789.1
GO:0005737	WP_250124789.1
GO:0006421	WP_250124789.1
GO:0070041	WP_250124793.1
GO:0070475	WP_250124793.1
GO:0000287	WP_250124795.1
GO:0004642	WP_250124795.1
GO:0005524	WP_250124795.1
GO:0005737	WP_250124795.1
GO:0006189	WP_250124795.1
GO:0004075	WP_250124798.1
GO:0005524	WP_250124798.1
GO:0006633	WP_250124798.1
GO:0016740	WP_250124798.1
GO:0046872	WP_250124798.1
GO:2001295	WP_250124798.1
GO:0006527	WP_250124803.1
GO:0008295	WP_250124803.1
GO:0008792	WP_250124803.1
GO:0033388	WP_250124803.1
GO:0046872	WP_250124803.1
GO:0003987	WP_250124809.1
GO:0005524	WP_250124809.1
GO:0005829	WP_250124809.1
GO:0016208	WP_250124809.1
GO:0019427	WP_250124809.1
GO:0046872	WP_250124809.1
GO:0003677	WP_250124815.1
GO:0005524	WP_250124815.1
GO:0006281	WP_250124815.1
GO:0006310	WP_250124815.1
GO:0016887	WP_250124815.1
GO:0043138	WP_250124815.1
GO:0050099	WP_250124833.1
GO:0003677	WP_250124867.1
GO:0004386	WP_250124867.1
GO:0005524	WP_250124867.1
GO:0009035	WP_250124867.1
GO:0009307	WP_250124867.1
GO:0004673	WP_250124920.1
GO:0005515	WP_250124920.1
GO:0032559	WP_250124920.1
GO:0035639	WP_250124920.1
GO:0110165	WP_250124920.1
GO:0140299	WP_250124920.1
GO:0003676	WP_250124965.1
GO:0003678	WP_250124965.1
GO:0006281	WP_250124965.1
GO:0006310	WP_250124965.1
GO:0016787	WP_250124965.1
GO:0032559	WP_250124965.1
GO:0035639	WP_250124965.1
GO:0003677	WP_250124973.1
GO:0008170	WP_250124973.1
GO:0009007	WP_250124973.1
GO:0009307	WP_250124973.1
GO:0032259	WP_250124973.1
GO:0005524	WP_250124977.1
GO:0005886	WP_250124977.1
GO:0015421	WP_250124977.1
GO:0016887	WP_250124977.1
GO:0034040	WP_250124977.1
GO:0003924	WP_250124982.1
GO:0005525	WP_250124982.1
GO:0006614	WP_250124982.1
GO:0008312	WP_250124982.1
GO:0048500	WP_250124982.1
GO:0003674	WP_250125004.1
GO:0003824	WP_250125008.1
GO:0110165	WP_250125008.1
GO:0016757	WP_250125012.1
GO:0008168	WP_250125049.1
GO:0032259	WP_250125049.1
GO:0044010	WP_250125049.1
GO:0016740	WP_250125053.1
GO:0005524	WP_250125059.1
GO:0016020	WP_250125059.1
GO:0016887	WP_250125059.1
GO:0140359	WP_250125059.1
GO:0032559	WP_250125063.1
GO:0043168	WP_250125063.1
GO:0005886	WP_250125096.1
GO:0008177	WP_250125096.1
GO:0009055	WP_250125096.1
GO:0009061	WP_250125096.1
GO:0022900	WP_250125096.1
GO:0033765	WP_250125096.1
GO:0050660	WP_250125096.1
GO:0005524	WP_250125106.1
GO:0005886	WP_250125106.1
GO:0015421	WP_250125106.1
GO:0016874	WP_250125106.1
GO:0016887	WP_250125106.1
GO:0034040	WP_250125106.1
GO:0005524	WP_250125137.1
GO:0005886	WP_250125137.1
GO:0016887	WP_250125137.1
GO:0003677	WP_250125152.1
GO:0004519	WP_250125152.1
GO:0006310	WP_250125152.1
GO:0032196	WP_250125152.1
GO:0003688	WP_250125154.1
GO:0005524	WP_250125154.1
GO:0005737	WP_250125154.1
GO:0005886	WP_250125154.1
GO:0006270	WP_250125154.1
GO:0006275	WP_250125154.1
GO:0008289	WP_250125154.1
GO:0003676	WP_250125167.1
GO:0006281	WP_250125167.1
GO:0006310	WP_250125167.1
GO:0008409	WP_250125167.1
GO:0005524	WP_250125173.1
GO:0016887	WP_250125173.1
GO:0015833	WP_250125183.1
GO:0042597	WP_250125183.1
GO:0043190	WP_250125183.1
GO:1904680	WP_250125183.1
GO:0015833	WP_250125185.1
GO:0042597	WP_250125185.1
GO:0043190	WP_250125185.1
GO:1904680	WP_250125185.1
GO:0006750	WP_250125188.1
GO:0006751	WP_250125188.1
GO:0036374	WP_250125188.1
GO:0103068	WP_250125188.1
GO:0000287	WP_250125191.1
GO:0004743	WP_250125191.1
GO:0005524	WP_250125191.1
GO:0006950	WP_250125191.1
GO:0016301	WP_250125191.1
GO:0030955	WP_250125191.1
GO:0017004	WP_250125211.1
GO:0031676	WP_250125211.1
GO:0043531	WP_250125218.1
GO:0004715	WP_250125235.1
GO:0005524	WP_250125235.1
GO:0005886	WP_250125235.1
GO:0042802	WP_250125235.1
GO:0016020	WP_250125243.1
GO:0016780	WP_250125243.1
GO:0017111	WP_250125246.1
GO:0032559	WP_250125246.1
GO:0035639	WP_250125246.1
GO:0042626	WP_250125246.1
GO:0110165	WP_250125246.1
GO:0015343	WP_250125265.1
GO:0019867	WP_250125265.1
GO:0030312	WP_250125265.1
GO:0030313	WP_250125265.1
GO:0060089	WP_250125265.1
GO:1901678	WP_250125265.1
GO:0005829	WP_250125274.1
GO:0008422	WP_250125274.1
GO:0030245	WP_250125274.1
GO:0006508	WP_250125275.1
GO:0008237	WP_250125275.1
GO:0005829	WP_250125276.1
GO:0006508	WP_250125276.1
GO:0008237	WP_250125276.1
GO:0005829	WP_250125294.1
GO:0008767	WP_250125294.1
GO:0016491	WP_250125294.1
GO:0050660	WP_250125294.1
GO:0005886	WP_250125296.1
GO:0003677	WP_250125324.1
GO:0005524	WP_250125324.1
GO:0005737	WP_250125324.1
GO:0006260	WP_250125324.1
GO:0006281	WP_250125324.1
GO:0006310	WP_250125324.1
GO:0006355	WP_250125324.1
GO:0009378	WP_250125324.1
GO:0009432	WP_250125324.1
GO:0016787	WP_250125324.1
GO:0030894	WP_250125324.1
GO:0043138	WP_250125324.1
GO:0043590	WP_250125324.1
GO:0046872	WP_250125324.1
GO:0005524	WP_250125339.1
GO:0005737	WP_250125339.1
GO:0009432	WP_250125339.1
GO:0018169	WP_250125339.1
GO:0046872	WP_250125339.1
GO:0003674	WP_250125340.1
GO:0005737	WP_250125343.1
GO:0005992	WP_250125343.1
GO:0033942	WP_250125343.1
GO:0043169	WP_250125343.1
GO:0004360	WP_250125346.1
GO:0005829	WP_250125346.1
GO:0005975	WP_250125346.1
GO:0006002	WP_250125346.1
GO:0006047	WP_250125346.1
GO:0006487	WP_250125346.1
GO:0046349	WP_250125346.1
GO:0097367	WP_250125346.1
GO:0003677	WP_250125347.1
GO:0003973	WP_250125349.1
GO:0004458	WP_250125349.1
GO:0009339	WP_250125349.1
GO:0071949	WP_250125349.1
GO:0002161	WP_250125368.1
GO:0004823	WP_250125368.1
GO:0005524	WP_250125368.1
GO:0005829	WP_250125368.1
GO:0006429	WP_250125368.1
GO:0004673	WP_250125380.1
GO:0016020	WP_250125380.1
GO:0032559	WP_250125380.1
GO:0035639	WP_250125380.1
GO:0060089	WP_250125380.1
GO:0071944	WP_250125380.1
GO:0140299	WP_250125380.1
GO:0000271	WP_250125381.1
GO:0008610	WP_250125381.1
GO:0008653	WP_250125381.1
GO:0009101	WP_250125381.1
GO:0016020	WP_250125381.1
GO:0016758	WP_250125381.1
GO:0071944	WP_250125381.1
GO:0006865	WP_250125386.1
GO:0004673	WP_250125406.1
GO:0016020	WP_250125406.1
GO:0060089	WP_250125406.1
GO:0071944	WP_250125406.1
GO:0140299	WP_250125406.1
GO:0000155	WP_250125407.1
GO:0005524	WP_250125407.1
GO:0005886	WP_250125407.1
GO:0009927	WP_250125407.1
GO:0005829	WP_250125410.1
GO:0006508	WP_250125410.1
GO:0008237	WP_250125410.1
GO:0030288	WP_250125413.1
GO:0030435	WP_250125413.1
GO:0009055	WP_250125432.1
GO:0010181	WP_250125432.1
GO:0016646	WP_250125432.1
GO:0016791	WP_250125438.1
GO:0003924	WP_250125439.1
GO:0005047	WP_250125439.1
GO:0005525	WP_250125439.1
GO:0005737	WP_250125439.1
GO:0005886	WP_250125439.1
GO:0006614	WP_250125439.1
GO:0051301	WP_250125439.1
GO:0006629	WP_250125444.1
GO:0009056	WP_250125444.1
GO:0052689	WP_250125444.1
GO:0015159	WP_250125445.1
GO:0005524	WP_250125451.1
GO:0005737	WP_250125451.1
GO:0006508	WP_250125451.1
GO:0008233	WP_250125451.1
GO:0016887	WP_250125451.1
GO:0034605	WP_250125451.1
GO:0008836	WP_250125453.1
GO:0009089	WP_250125453.1
GO:0030170	WP_250125453.1
GO:0003674	WP_250125467.1
GO:0008643	WP_250125471.1
GO:0015288	WP_250125471.1
GO:0016020	WP_250125471.1
GO:0009690	WP_250125477.1
GO:0019139	WP_250125477.1
GO:0071949	WP_250125477.1
GO:0004252	WP_250125534.1
GO:0006508	WP_250125534.1
GO:0003677	WP_250125550.1
GO:0003887	WP_250125550.1
GO:0006261	WP_250125550.1
GO:0006302	WP_250125550.1
GO:0008408	WP_250125550.1
GO:0008409	WP_250125550.1
GO:0003844	WP_250125562.1
GO:0004553	WP_250125562.1
GO:0005829	WP_250125562.1
GO:0005978	WP_250125562.1
GO:0043169	WP_250125562.1
GO:0003676	WP_250125573.1
GO:0004386	WP_250125573.1
GO:0005524	WP_250125573.1
GO:0016787	WP_250125573.1
GO:0055087	WP_250125573.1
GO:0070478	WP_250125573.1
GO:0000162	WP_250125578.1
GO:0004049	WP_250125578.1
GO:0046872	WP_250125578.1
GO:0005525	WP_250125580.1
GO:0042254	WP_250125580.1
GO:0043022	WP_250125580.1
GO:0016491	WP_250125581.1
GO:0004556	WP_250125590.1
GO:0005975	WP_250125590.1
GO:0016740	WP_250125590.1
GO:0016853	WP_250125590.1
GO:0043169	WP_250125590.1
GO:0000725	WP_250125591.1
GO:0003677	WP_250125591.1
GO:0005524	WP_250125591.1
GO:0005829	WP_250125591.1
GO:0006260	WP_250125591.1
GO:0009314	WP_250125591.1
GO:0016887	WP_250125591.1
GO:0033202	WP_250125591.1
GO:0043138	WP_250125591.1
GO:0005886	WP_250125601.1
GO:0042910	WP_250125601.1
GO:0000155	WP_250125610.1
GO:0005524	WP_250125610.1
GO:0004673	WP_250125613.1
GO:0016020	WP_250125613.1
GO:0032559	WP_250125613.1
GO:0035639	WP_250125613.1
GO:0071944	WP_250125613.1
GO:0140299	WP_250125613.1
GO:0005524	WP_250125620.1
GO:0016636	WP_250125620.1
GO:0016730	WP_250125620.1
GO:0019685	WP_250125620.1
GO:0030494	WP_250125620.1
GO:0036068	WP_250125620.1
GO:0046872	WP_250125620.1
GO:0051539	WP_250125620.1
GO:0015343	WP_250125622.1
GO:0019867	WP_250125622.1
GO:0030312	WP_250125622.1
GO:0030313	WP_250125622.1
GO:0060089	WP_250125622.1
GO:1901678	WP_250125622.1
GO:0005829	WP_250125629.1
GO:0006631	WP_250125629.1
GO:0008610	WP_250125629.1
GO:0009239	WP_250125629.1
GO:0009366	WP_250125629.1
GO:0031177	WP_250125629.1
GO:0043041	WP_250125629.1
GO:0047527	WP_250125629.1
GO:0071766	WP_250125629.1
GO:0072330	WP_250125629.1
GO:0004312	WP_250125630.1
GO:0004315	WP_250125630.1
GO:0006633	WP_250125630.1
GO:0008168	WP_250125630.1
GO:0016491	WP_250125630.1
GO:0016853	WP_250125630.1
GO:0031177	WP_250125630.1
GO:0032259	WP_250125630.1
GO:0034081	WP_250125630.1
GO:0005737	WP_250125635.1
GO:0006629	WP_250125635.1
GO:0016999	WP_250125635.1
GO:0019184	WP_250125635.1
GO:0019748	WP_250125635.1
GO:0019842	WP_250125635.1
GO:0043038	WP_250125635.1
GO:0043168	WP_250125635.1
GO:0047661	WP_250125635.1
GO:0072341	WP_250125635.1
GO:1901681	WP_250125635.1
GO:0008610	WP_250125636.1
GO:0019748	WP_250125636.1
GO:0031177	WP_250125636.1
GO:0032787	WP_250125636.1
GO:0046394	WP_250125636.1
GO:0047689	WP_250125636.1
GO:0051213	WP_250125636.1
GO:0005737	WP_250125637.1
GO:0006629	WP_250125637.1
GO:0019184	WP_250125637.1
GO:0019748	WP_250125637.1
GO:0019842	WP_250125637.1
GO:0032787	WP_250125637.1
GO:0043038	WP_250125637.1
GO:0043168	WP_250125637.1
GO:0046394	WP_250125637.1
GO:0072341	WP_250125637.1
GO:1901681	WP_250125637.1
GO:0003824	WP_250125640.1
GO:0006629	WP_250125640.1
GO:0019184	WP_250125640.1
GO:0019748	WP_250125640.1
GO:0019842	WP_250125640.1
GO:0043038	WP_250125640.1
GO:0043168	WP_250125640.1
GO:0044281	WP_250125640.1
GO:0072341	WP_250125640.1
GO:1901681	WP_250125640.1
GO:0008483	WP_250125642.1
GO:0030170	WP_250125642.1
GO:0005975	WP_250125650.1
GO:0008184	WP_250125650.1
GO:0030170	WP_250125650.1
GO:0004467	WP_250125654.1
GO:0008922	WP_250125654.1
GO:0030497	WP_250125654.1
GO:0002098	WP_250125656.1
GO:0005737	WP_250125656.1
GO:0030488	WP_250125656.1
GO:0050660	WP_250125656.1
GO:0004222	WP_250125659.1
GO:0016020	WP_250125659.1
GO:0046872	WP_250125659.1
GO:0051603	WP_250125659.1
GO:0006203	WP_250125684.1
GO:0008832	WP_250125684.1
GO:0009236	WP_250125692.1
GO:0030789	WP_250125692.1
GO:0032259	WP_250125692.1
GO:0008137	WP_250125693.1
GO:0012505	WP_250125693.1
GO:0019684	WP_250125693.1
GO:0031676	WP_250125693.1
GO:0042773	WP_250125693.1
GO:0048038	WP_250125693.1
GO:0000287	WP_250125694.1
GO:0009055	WP_250125694.1
GO:0009522	WP_250125694.1
GO:0012505	WP_250125694.1
GO:0015979	WP_250125694.1
GO:0016168	WP_250125694.1
GO:0016491	WP_250125694.1
GO:0031676	WP_250125694.1
GO:0051539	WP_250125694.1
GO:0000287	WP_250125695.1
GO:0009055	WP_250125695.1
GO:0009522	WP_250125695.1
GO:0012505	WP_250125695.1
GO:0015979	WP_250125695.1
GO:0016168	WP_250125695.1
GO:0016491	WP_250125695.1
GO:0031676	WP_250125695.1
GO:0051539	WP_250125695.1
GO:0005524	WP_250125697.1
GO:0016887	WP_250125697.1
GO:0000155	WP_250125702.1
GO:0000160	WP_250125702.1
GO:0005524	WP_250125702.1
GO:0005886	WP_250125702.1
GO:0006935	WP_250125702.1
GO:0005886	WP_250125703.1
GO:0022857	WP_250125703.1
GO:1905039	WP_250125703.1
GO:0003824	WP_250125707.1
GO:0005829	WP_250125707.1
GO:0031419	WP_250125707.1
GO:0046872	WP_250125707.1
GO:0051536	WP_250125707.1
GO:0005524	WP_250125714.1
GO:0005737	WP_250125714.1
GO:0016887	WP_250125714.1
GO:0034605	WP_250125714.1
GO:0042026	WP_250125714.1
GO:0000162	WP_250125719.1
GO:0004049	WP_250125719.1
GO:0046872	WP_250125719.1
GO:0000155	WP_250125721.1
GO:0005975	WP_250125723.1
GO:0019154	WP_250125728.1
GO:0046872	WP_250125728.1
GO:0051539	WP_250125728.1
GO:0004497	WP_250125731.1
GO:0005506	WP_250125731.1
GO:0016705	WP_250125731.1
GO:0020037	WP_250125731.1
GO:0004497	WP_250125732.1
GO:0005506	WP_250125732.1
GO:0016705	WP_250125732.1
GO:0020037	WP_250125732.1
GO:0003883	WP_250125762.1
GO:0004359	WP_250125762.1
GO:0005524	WP_250125762.1
GO:0005829	WP_250125762.1
GO:0019856	WP_250125762.1
GO:0042802	WP_250125762.1
GO:0044210	WP_250125762.1
GO:0046872	WP_250125762.1
GO:0097268	WP_250125762.1
GO:0008745	WP_250125763.1
GO:0009253	WP_250125763.1
GO:0030288	WP_250125763.1
GO:0071555	WP_250125763.1
GO:0006631	WP_250125792.1
GO:0008756	WP_250125792.1
GO:0031956	WP_250125792.1
GO:0005886	WP_250125821.1
GO:0006814	WP_250125821.1
GO:0008643	WP_250125821.1
GO:0015293	WP_250125821.1
GO:0019521	WP_250125830.1
GO:0046316	WP_250125830.1
GO:0004791	WP_250125834.1
GO:0005737	WP_250125834.1
GO:0019430	WP_250125834.1
GO:0000166	WP_250125856.1
GO:0008473	WP_250125856.1
GO:0016990	WP_250125856.1
GO:0019546	WP_250125856.1
GO:0003993	WP_250125859.1
GO:0046872	WP_250125859.1
GO:0005985	WP_250125862.1
GO:0016157	WP_250125862.1
GO:0004521	WP_250125866.1
GO:0004348	WP_250125873.1
GO:0005975	WP_250125873.1
GO:0006680	WP_250125873.1
GO:0008422	WP_250125873.1
GO:0016020	WP_250125873.1
GO:0004672	WP_250125880.1
GO:0032559	WP_250125880.1
GO:0035639	WP_250125880.1
GO:0005524	WP_250125895.1
GO:0005886	WP_250125895.1
GO:0015421	WP_250125895.1
GO:0016887	WP_250125895.1
GO:0030170	WP_250125903.1
GO:0034386	WP_250125903.1
GO:0042802	WP_250125903.1
GO:0047298	WP_250125903.1
GO:0003844	WP_250125915.1
GO:0005576	WP_250125915.1
GO:0016787	WP_250125915.1
GO:0030979	WP_250125915.1
GO:0005886	WP_250125925.1
GO:0022857	WP_250125925.1
GO:0005524	WP_250125929.1
GO:0016787	WP_250125929.1
GO:0031676	WP_250125929.1
GO:0043531	WP_250125929.1
GO:0045259	WP_250125929.1
GO:0046933	WP_250125929.1
GO:0015979	WP_250125938.1
GO:0016829	WP_250125938.1
GO:0030089	WP_250125938.1
GO:0031676	WP_250125938.1
GO:0003852	WP_250125945.1
GO:0003985	WP_250125945.1
GO:0004410	WP_250125945.1
GO:0005737	WP_250125945.1
GO:0009098	WP_250125945.1
GO:0030145	WP_250125945.1
GO:0003886	WP_250125950.1
GO:0009307	WP_250125950.1
GO:0032259	WP_250125950.1
GO:0004619	WP_250125959.1
GO:0005829	WP_250125959.1
GO:0006007	WP_250125959.1
GO:0006096	WP_250125959.1
GO:0030145	WP_250125959.1
GO:0003676	WP_250125960.1
GO:0005524	WP_250125960.1
GO:0016887	WP_250125960.1
GO:0003677	WP_250125996.1
GO:0005524	WP_250125996.1
GO:0004386	WP_250126008.1
GO:0005524	WP_250126008.1
GO:0016787	WP_250126008.1
GO:0008381	WP_250126061.1
GO:0016020	WP_250126069.1
GO:0004497	WP_250126070.1
GO:0010436	WP_250126070.1
GO:0016121	WP_250126070.1
GO:0046872	WP_250126070.1
GO:0003677	WP_250126083.1
GO:0005737	WP_250126083.1
GO:0006289	WP_250126083.1
GO:0009380	WP_250126083.1
GO:0009381	WP_250126083.1
GO:0009432	WP_250126083.1
GO:0016462	WP_250126096.1
GO:0008150	WP_250126100.1
GO:0003824	WP_250126116.1
GO:0009523	WP_250126120.1
GO:0009772	WP_250126120.1
GO:0016168	WP_250126120.1
GO:0031676	WP_250126120.1
GO:0046872	WP_250126120.1
GO:0005524	WP_250126121.1
GO:0005886	WP_250126121.1
GO:0015421	WP_250126121.1
GO:0016887	WP_250126121.1
GO:0003824	WP_250126167.1
GO:0005829	WP_250126167.1
GO:0031419	WP_250126167.1
GO:0046872	WP_250126167.1
GO:0051536	WP_250126167.1
GO:0003677	WP_250126288.1
GO:0006351	WP_250126288.1
GO:0006355	WP_250126288.1
GO:0005488	WP_250126340.1
GO:0008152	WP_250126340.1
GO:0005488	WP_250126341.1
GO:0008150	WP_250126341.1
GO:0005524	WP_250126349.1
GO:0016887	WP_250126349.1
GO:0009987	WP_250126352.1
GO:0004129	WP_250126384.1
GO:0009060	WP_250126384.1
GO:0016020	WP_250126384.1
GO:0020037	WP_250126384.1
GO:0016491	WP_250126405.1
GO:0071949	WP_250126405.1
GO:0000155	WP_250126413.1
GO:0004674	WP_250126413.1
GO:0005524	WP_250126413.1
GO:0006355	WP_250126413.1
GO:0016020	WP_250126413.1
GO:0046983	WP_250126413.1
GO:0003677	WP_250126430.1
GO:0004386	WP_250126430.1
GO:0005524	WP_250126430.1
GO:0005829	WP_250126430.1
